Gene	ratio
WBGene00020366|T08G2.3|acdh-10	0.13
WBGene00003712|Y41D4B.9|nhr-122	0.13
WBGene00022486|Y119D3B.8|fbxa-61	0.13
WBGene00007642|C17E4.2	0.13
WBGene00021979|Y58A7A.5	0.13
WBGene00019821|R02D3.3	0.13
WBGene00001246|Y47D3A.30|elo-8	0.13
WBGene00007065|3R5.1|pot-3	0.13
WBGene00000665|C29E4.1|col-90	0.13
WBGene00018921|F56A6.1|sago-2	0.13
WBGene00014256|ZK1320.7	0.13
WBGene00006454|T14G12.2|aex-4	0.13
WBGene00000172|F40F9.9|aqp-4	0.13
WBGene00009233|F28H6.4	0.13
WBGene00017079|D2096.12	0.13
WBGene00022787|ZK652.10|tag-307	0.13
WBGene00006567|Y39B6A.35|tgt-2	0.13
WBGene00020783|T24H7.4	0.13
WBGene00015524|C06E1.9	0.12
WBGene00000094|F09E5.13|agt-2	0.12
WBGene00008233|C50F4.8	0.12
WBGene00022118|Y71F9AL.14|dnc-5	0.12
WBGene00020311|T07D3.9	0.12
WBGene00019505|K07H8.3	0.12
WBGene00010583|K05C4.7	0.12
WBGene00044078|T04A8.4|tag-243	0.12
WBGene00011969|T23G11.4	0.12
WBGene00021043|W05G11.6	0.12
WBGene00004148|T13H2.4|pqn-65	0.12
WBGene00008542|F07A5.3|scav-6	0.12
WBGene00014020|ZK632.14	0.12
WBGene00006788|F45E10.1|unc-53	0.12
WBGene00015116|B0286.3	0.12
WBGene00019141|F59H6.11|bath-5	0.12
WBGene00012641|Y39A1A.1	0.12
WBGene00019522|K08B12.3	0.12
WBGene00001021|C01G10.12|dnj-3	0.12
WBGene00007225|C01G6.3	0.12
WBGene00016674|C45G9.2	0.12
WBGene00012930|Y47D3A.17|obr-1	0.12
WBGene00015023|B0205.9	0.12
WBGene00015044|B0213.15|cyp-34A9	0.12
WBGene00022441|Y110A2AL.4	0.12
WBGene00018430|F44E7.8|nhr-142	0.12
WBGene00015208|B0495.9	0.12
WBGene00007587|C14C10.4	0.12
WBGene00017037|D1069.3	0.12
WBGene00007433|C08B11.3	0.12
WBGene00000937|C55B7.8|dbr-1	0.12
WBGene00011886|T21B10.4	0.12
WBGene00021677|Y48G1C.4|pgs-1	0.12
WBGene00008164|C47G2.3	0.12
WBGene00000691|T28C6.4|col-117	0.12
WBGene00019430|K06A5.2	0.12
WBGene00045508|D1081.10	0.12
WBGene00018423|F44E2.10	0.12
WBGene00007413|C07E3.2|pro-2	0.12
WBGene00022464|Y110A7A.19	0.12
WBGene00009736|F45G2.10	0.12
WBGene00018706|F52F10.2	0.12
WBGene00044079|C34E11.3|tag-241	0.12
WBGene00018343|F42A10.7	0.12
WBGene00016245|C30B5.4	0.12
WBGene00016960|C56C10.1|vps-33.2	0.12
WBGene00003009|K10B2.1|lin-23	0.12
WBGene00012339|W07G4.5	0.12
WBGene00009156|F26D10.12|clec-196	0.12
WBGene00018408|F44B9.5	0.12
WBGene00016741|C48B6.3	0.12
WBGene00018336|F42A9.7	0.12
WBGene00006386|F30F8.8|taf-5	0.12
WBGene00010433|H40L08.1	0.12
WBGene00019938|R07E4.5	0.12
WBGene00020884|T28B4.1	0.12
WBGene00007555|C14A4.1|tag-242	0.12
WBGene00001337|ZC434.5|ears-1	0.12
WBGene00011830|T19B10.1|cyp-29A2	0.12
WBGene00021208|Y18H1A.2	0.12
WBGene00019650|K11D12.11	0.12
WBGene00012126|T28D6.6	0.12
WBGene00013461|Y67H2A.2	0.12
WBGene00014140|ZK899.1	0.12
WBGene00016652|C44E4.3	0.12
WBGene00016461|C35E7.9	0.12
WBGene00003057|ZK836.1|lon-3	0.12
WBGene00004135|K07D4.8|pqn-48	0.12
WBGene00015688|C10G11.8	0.12
WBGene00004824|F56B3.4	0.12
WBGene00004810|Y60A3A.18|skr-4	0.11
WBGene00009159|F26E4.4	0.11
WBGene00017847|F27B3.5	0.11
WBGene00004350|F56B6.2|rgs-7	0.11
WBGene00010561|K04G2.2	0.11
WBGene00013127|Y52B11A.8	0.11
WBGene00017597|F19C7.8	0.11
WBGene00044221|F41G3.18	0.11
WBGene00018793|F54C4.1	0.11
WBGene00019076|F59A3.3	0.11
WBGene00001609|F02A9.6|glp-1	0.11
WBGene00022538|ZC190.4	0.11
WBGene00017423|F13C5.2	0.11
WBGene00019800|PAR2.1|mtss-1	0.11
WBGene00013978|ZK507.1	0.11
WBGene00004306|R12C12.2|ran-5	0.11
WBGene00004238|F46G10.5|ptr-24	0.11
WBGene00006609|W05E10.4|tre-3	0.11
WBGene00022703|ZK353.8|ubxn-4	0.11
WBGene00011464|T05B9.1	0.11
WBGene00004798|F43D9.4|sip-1	0.11
WBGene00007601|C15C6.2	0.11
WBGene00011407|T04A8.5	0.11
WBGene00015811|C16A3.6	0.11
WBGene00007712|C25A1.13	0.11
WBGene00011036|R05D11.8|edc-3	0.11
WBGene00017300|F09F7.3	0.11
WBGene00022704|ZK353.9	0.11
WBGene00004216|C24B5.3|ptr-1	0.11
WBGene00012652|Y39A1A.14	0.11
WBGene00020827|T26A8.4	0.11
WBGene00021901|Y54H5A.3|tag-262	0.11
WBGene00015126|B0303.4	0.11
WBGene00010044|F54C9.9	0.11
WBGene00020360|T08E11.4|math-41	0.11
WBGene00022231|Y73B6BL.1|tyr-6	0.11
WBGene00021316|Y32H12A.8	0.11
WBGene00020848|T27B1.2|ztf-19	0.11
WBGene00011375|T02E1.2	0.11
WBGene00016234|C29G2.6	0.11
WBGene00015400|C03G6.15|cyp-35A2	0.11
WBGene00018386|F43C11.9	0.11
WBGene00006059|F54C9.2|stc-1	0.11
WBGene00017342|F10D7.5	0.11
WBGene00010720|K09E4.2	0.11
WBGene00007109|B0035.6	0.11
WBGene00005007|C27B7.1|spr-2	0.11
WBGene00012167|W01A8.5	0.11
WBGene00020909|W01A11.1	0.11
WBGene00000536|ZC395.2|clk-1	0.11
WBGene00007836|C31C9.2	0.11
WBGene00017971|F32A5.8	0.11
WBGene00008999|F21A10.2	0.11
WBGene00021355|Y37E3.17	0.11
WBGene00009499|F36H2.2	0.11
WBGene00003647|T05B4.2|nhr-57	0.11
WBGene00022076|Y69A2AR.5|daao-1	0.11
WBGene00010159|F56G4.4	0.11
WBGene00021497|Y40C5A.4	0.11
WBGene00002219|K11D9.1|klp-7	0.11
WBGene00019837|R02F2.8	0.11
WBGene00000101|D1022.7|aka-1	0.11
WBGene00013201|Y54E5A.6	0.11
WBGene00009397|F35C5.9|clec-66	0.11
WBGene00003658|H12C20.3|nhr-68	0.11
WBGene00018054|F35F10.4	0.11
WBGene00021983|Y58G8A.4	0.11
WBGene00008488|F01D4.5	0.11
WBGene00009706|F44G3.2	0.11
WBGene00003396|F52F12.3|mom-4	0.11
WBGene00000175|M02F4.8|aqp-7	0.11
WBGene00011920|T22C1.11	0.11
WBGene00007892|C33B4.4	0.11
WBGene00020687|T22D1.10|ruvb-2	0.11
WBGene00016312|C32D5.4	0.11
WBGene00000911|C10C5.6|daf-15	0.11
WBGene00020294|T06F4.1	0.11
WBGene00010564|K04G2.5|ath-1	0.11
WBGene00021818|Y53G8B.2	0.11
WBGene00008376|D1054.9	0.11
WBGene00020846|T27A10.6	0.11
WBGene00010134|F55H12.3	0.11
WBGene00004256|ZK994.3|pxn-1	0.11
WBGene00007622|C16C10.1	0.11
WBGene00007028|C47D12.1|trr-1	0.11
WBGene00044468|Y69A2AL.2	0.11
WBGene00007743|C26C6.9	0.11
WBGene00000620|ZC513.8|col-43	0.1
WBGene00011600|T07G12.10|zim-2	0.1
WBGene00007623|C16C10.2	0.1
WBGene00001028|F22B7.5|dnj-10	0.1
WBGene00006853|C47G2.2|unc-130	0.1
WBGene00006490|F36H1.2|tag-144	0.1
WBGene00009944|F52H3.2	0.1
WBGene00010048|F54D5.2	0.1
WBGene00010943|M176.4	0.1
WBGene00017137|EEED8.9|pink-1	0.1
WBGene00021392|Y38A10A.7	0.1
WBGene00000081|Y50D7A.7|ads-1	0.1
WBGene00009289|F31D4.1|exos-7	0.1
WBGene00003064|R10H10.1|lpd-8	0.1
WBGene00011730|T12D8.2|drr-2	0.1
WBGene00019431|K06A5.3	0.1
WBGene00020830|T26C11.4	0.1
WBGene00007725|C25F9.5	0.1
WBGene00013904|ZC455.4|ugt-6	0.1
WBGene00004116|E01G4.4|pqn-27	0.1
WBGene00020324|T07F12.4	0.1
WBGene00014123|ZK863.3|elpc-3	0.1
WBGene00004136|K11D12.2|pqn-51	0.1
WBGene00009627|F42A8.3	0.1
WBGene00022792|ZK686.2	0.1
WBGene00008806|F14F3.3|mboa-7	0.1
WBGene00017658|F21C10.9	0.1
WBGene00004388|K02F3.11|rnp-5	0.1
WBGene00003994|C18G1.4|pgl-3	0.1
WBGene00018672|F52C9.1	0.1
WBGene00011172|R09E10.2	0.1
WBGene00006940|Y53C12A.1|wee-1.3	0.1
WBGene00022761|ZK546.4	0.1
WBGene00007011|T23C6.1|mdt-1.2	0.1
WBGene00014092|ZK822.5	0.1
WBGene00017589|F19B10.10	0.1
WBGene00013340|Y59A8A.3	0.1
WBGene00019477|K07C11.4	0.1
WBGene00003982|R11H6.1|pes-9	0.1
WBGene00015335|C02D5.1|acdh-6	0.1
WBGene00017988|F32D1.9|fipp-1	0.1
WBGene00003407|F57C12.5|mrp-1	0.1
WBGene00017023|D1022.4	0.1
WBGene00022277|Y74C9A.3	0.1
WBGene00012230|W03H9.4|cacn-1	0.1
WBGene00000593|W01B6.7|col-2	0.1
WBGene00017837|F26G1.1	0.1
WBGene00019410|K05F1.9	0.1
WBGene00008317|C54G4.7	0.1
WBGene00014000|ZK550.6	0.1
WBGene00001699|F09D12.1|grd-10	0.1
WBGene00019458|K06H7.7	0.1
WBGene00019600|K09H11.3|rga-3	0.1
WBGene00012857|Y44A6E.1|pbo-5	0.1
WBGene00001371|F26H11.5|exl-1	0.1
WBGene00009587|F40F11.2	0.1
WBGene00019232|H23N18.1|ugt-13	0.1
WBGene00003159|F32D1.10|mcm-7	0.1
WBGene00010793|LLC1.2	0.1
WBGene00000259|F13H8.10|bpl-1	0.1
WBGene00000740|T10E10.2|col-167	0.1
WBGene00016045|C24B5.2|spas-1	0.1
WBGene00044132|C23H4.8	0.1
WBGene00011885|T21B10.3	0.1
WBGene00007617|C15H11.9|rrbs-1	0.1
WBGene00004284|Y47D3A.25|rab-35	0.1
WBGene00004105|C18E9.3|szy-20	0.1
WBGene00015974|C18E3.5	0.1
WBGene00019001|F57B10.3	0.09
WBGene00007554|C13G3.3|pptr-2	0.09
WBGene00008235|C50F4.10	0.09
WBGene00019824|R02D3.7	0.09
WBGene00022705|ZK354.2	0.09
WBGene00019087|F59A6.5	0.09
WBGene00009011|F21D5.6	0.09
WBGene00000872|F11H8.4|cyk-1	0.09
WBGene00007102|B0024.13	0.09
WBGene00012030|T25G3.3	0.09
WBGene00010721|K09E4.3	0.09
WBGene00000732|F57B1.3|col-159	0.09
WBGene00022579|ZC262.2	0.09
WBGene00008506|F01G10.1|tkt-1	0.09
WBGene00004738|F18E2.3|scc-3	0.09
WBGene00019142|F59H6.12|btb-4	0.09
WBGene00003829|F53A2.4|nud-1	0.09
WBGene00002185|T27E9.4|kel-3	0.09
WBGene00021277|Y23H5B.6	0.09
WBGene00022130|Y71F9B.9	0.09
WBGene00018677|F52C9.7	0.09
WBGene00010569|K04G2.11	0.09
WBGene00009447|F35H8.2	0.09
WBGene00001865|T04A11.6|him-6	0.09
WBGene00020661|T21G5.4	0.09
WBGene00020865|T27E4.7	0.09
WBGene00004037|Y75B12B.6|plc-2	0.09
WBGene00004953|F32H2.3|spd-2	0.09
WBGene00019768|M04F3.2	0.09
WBGene00007824|C30H6.7	0.09
WBGene00017132|EEED8.1|mel-47	0.09
WBGene00009677|F44A6.5	0.09
WBGene00016216|C29F9.1	0.09
WBGene00019334|K02F3.12	0.09
WBGene00009049|F22B8.7	0.09
WBGene00009551|F38H4.10	0.09
WBGene00009452|F36A2.2	0.09
WBGene00018138|F37B4.7|folt-2	0.09
WBGene00011768|T14D7.2|oac-46	0.09
WBGene00011392|T03D8.3|sbt-1	0.09
WBGene00015237|B0511.12	0.09
WBGene00017776|F25B5.5	0.09
WBGene00000275|R06C7.8|bub-1	0.09
WBGene00019170|H06I04.6	0.09
WBGene00003624|C11G6.4|nhr-28	0.09
WBGene00007088|B0001.3	0.09
WBGene00003062|K09H9.6|lpd-6	0.09
WBGene00019075|F59A3.2	0.09
WBGene00014090|ZK822.2	0.09
WBGene00021831|Y54E10A.11	0.09
WBGene00017923|F29B9.8	0.09
WBGene00020897|T28D9.7	0.09
WBGene00004326|T20G5.11|rde-4	0.09
WBGene00011985|T24D1.2	0.09
WBGene00009660|F43G6.8	0.09
WBGene00003957|F23B2.12|pcp-2	0.09
WBGene00010199|F57C7.1|bet-2	0.09
WBGene00004745|F52E10.1|sdc-1	0.09
WBGene00011501|T05G5.7|rmd-1	0.09
WBGene00020784|T24H7.5|tat-4	0.09
WBGene00006736|T10F2.3|ulp-1	0.09
WBGene00011662|T09F3.2	0.09
WBGene00018467|F45E1.7|sdpn-1	0.09
WBGene00003682|Y41D4B.8|nhr-92	0.09
WBGene00004191|C11H1.4|prx-1	0.09
WBGene00003577|F56F3.2|ndg-4	0.09
WBGene00000753|C44C10.1|col-180	0.09
WBGene00017161|F01F1.4|rabn-5	0.09
WBGene00022820|ZK813.1	0.09
WBGene00006057|F47B8.11|sss-2	0.09
WBGene00044321|B0511.8|tag-264	0.09
WBGene00010279|F58G11.1|letm-1	0.09
WBGene00003158|ZK632.1|mcm-6	0.09
WBGene00003093|F58B3.1|lys-4	0.09
WBGene00010111|F55D12.2	0.09
WBGene00022219|Y73B3A.18	0.09
WBGene00008409|D2023.5	0.09
WBGene00009922|F52B5.3	0.08
WBGene00013462|Y67H2A.4	0.08
WBGene00018393|F43E2.5|msra-1	0.08
WBGene00018004|F33D11.7	0.08
WBGene00004774|C14F5.5|sem-5	0.08
WBGene00012299|W06D11.1	0.08
WBGene00009458|F36A2.11	0.08
WBGene00001983|E04A4.4|hoe-1	0.08
WBGene00011225|R10H10.7	0.08
WBGene00022245|Y73B6BL.24|acp-6	0.08
WBGene00007264|C02F4.4	0.08
WBGene00021771|Y51F10.10	0.08
WBGene00002231|C02F5.1|knl-1	0.08
WBGene00010304|F59A2.4|clpf-1	0.08
WBGene00014243|ZK1251.9|dcaf-1	0.08
WBGene00018144|F37C4.4	0.08
WBGene00020467|T12F5.2	0.08
WBGene00004759|F45D3.5|sel-1	0.08
WBGene00007785|C27H6.3	0.08
WBGene00000975|K08F4.9|dhs-12	0.08
WBGene00009588|F40F11.3	0.08
WBGene00003074|ZK524.3|lars-2	0.08
WBGene00006724|C08B11.7|ubh-4	0.08
WBGene00020446|T12B3.3	0.08
WBGene00013878|ZC376.7	0.08
WBGene00011032|R05D11.4	0.08
WBGene00007305|C04G2.2	0.08
WBGene00010339|F59F4.4|acl-1	0.08
WBGene00016391|C34B2.6	0.08
WBGene00020375|T09B4.1	0.08
WBGene00022201|Y71H10B.1	0.08
WBGene00007187|B0464.8|tag-342	0.08
WBGene00020479|T13C2.3	0.08
WBGene00017053|D2024.5	0.08
WBGene00001184|F58A3.2|egl-15	0.08
WBGene00012970|Y48A6B.9	0.08
WBGene00015386|C03B8.3	0.08
WBGene00006916|C26H9A.1|vha-7	0.08
WBGene00001033|K08D10.2|dnj-15	0.08
WBGene00022794|ZK686.4	0.08
WBGene00011352|T01H8.1|rskn-1	0.08
WBGene00021442|Y39A3CL.4	0.08
WBGene00011242|R11D1.1	0.08
WBGene00022646|ZK40.1|acl-9	0.08
WBGene00016599|C42D8.1	0.08
WBGene00010141|F56A8.5	0.08
WBGene00000686|Y73B6BL.34|col-112	0.08
WBGene00000982|T11F9.11|dhs-19	0.08
WBGene00000594|T28C6.6|col-3	0.08
WBGene00016161|C27D6.3	0.08
WBGene00003868|B0334.11|ooc-3	0.08
WBGene00020763|T24C4.7|ztf-18	0.08
WBGene00000673|F14F7.1|col-98	0.08
WBGene00003584|C43E11.7|ndx-7	0.08
WBGene00006431|C02F12.4|tag-52	0.08
WBGene00016957|C55F2.1	0.08
WBGene00008546|F07A11.2	0.08
WBGene00012428|Y11D7A.3	0.08
WBGene00003998|F42E11.1|pgp-4	0.08
WBGene00019467|K07B1.7	0.08
WBGene00001457|Y37D8A.15|flp-14	0.08
WBGene00013925|ZK20.4	0.08
WBGene00013520|Y73F8A.11	0.08
WBGene00003236|F13G3.9|mif-3	0.08
WBGene00016799|C50C3.1	0.08
WBGene00007197|B0513.5	0.08
WBGene00001620|C12D12.2|glt-1	0.08
WBGene00012675|Y39B6A.13	0.08
WBGene00015204|B0495.5	0.08
WBGene00006470|F40F9.2|tag-120	0.07
WBGene00004721|ZC328.4|san-1	0.07
WBGene00011773|T14G10.3|ttr-53	0.07
WBGene00001099|K02D7.4|dsc-4	0.07
WBGene00019540|K08D12.6	0.07
WBGene00008436|DH11.2	0.07
WBGene00000474|M01E11.5|cey-3	0.07
WBGene00022047|Y66H1A.5	0.07
WBGene00007943|C34F6.9	0.07
WBGene00015050|B0218.6|clec-51	0.07
WBGene00002024|C14F11.5|hsp-43	0.07
WBGene00018132|F37A4.2	0.07
WBGene00044774|F16B3.3	0.07
WBGene00015691|C10H11.1|viln-1	0.07
WBGene00003777|F20G4.3|nmy-2	0.07
WBGene00010452	0.07
WBGene00017289|F09E5.11	0.07
WBGene00017299|F09F7.1	0.07
WBGene00016647|C44C8.2|fbxc-4	0.07
WBGene00016648|C44C8.3|fbxc-2	0.07
WBGene00018827|F54E7.1|pst-2	0.07
WBGene00007025|K08E3.8|mdt-29	0.07
WBGene00017005|D1007.8	0.07
WBGene00044325|C33H5.19|tag-321	0.07
WBGene00004201|F54F2.8|prx-19	0.07
WBGene00011050|R06A4.8|agl-1	0.07
WBGene00002046|C01F6.8|icl-1	0.07
WBGene00015989|C18H2.2	0.07
WBGene00013001|Y48E1B.2	0.07
WBGene00007089|B0001.4	0.07
WBGene00002130|ZK792.2|inx-8	0.07
WBGene00043948|ZC262.7	0.07
WBGene00007931|C34D1.4	0.07
WBGene00009182|F26H11.4	0.07
WBGene00000888|C34D4.12|cyn-12	0.07
WBGene00014158|ZK938.1	0.07
WBGene00015137|B0310.1	0.07
WBGene00017093|E02C12.8	0.07
WBGene00013220|Y54G11A.13|ctl-3	0.07
WBGene00020719|T23B12.4	0.07
WBGene00020027|R12C12.7	0.07
WBGene00021214|Y18H1A.10	0.07
WBGene00000699|C29F4.1|col-125	0.07
WBGene00007577|C14B1.6	0.07
WBGene00000830|Y54G11A.6|ctl-1	0.07
WBGene00022814|ZK742.4	0.07
WBGene00000250|C50B8.2|bir-2	0.07
WBGene00013190|Y54E2A.5	0.07
WBGene00012972|Y48A6B.11|rsa-2	0.07
WBGene00007021|C24H11.6|immp-1	0.07
WBGene00001058|R11E3.8|dpf-5	0.07
WBGene00019361|K03E5.2	0.07
WBGene00009477|F36F2.3|tag-214	0.07
WBGene00022785|ZK652.6	0.07
WBGene00018163|F38A5.6	0.07
WBGene00006406|F12F6.5|srgp-1	0.07
WBGene00016649|C44C8.4|fbxc-1	0.07
WBGene00016646|C44C8.1|fbxc-5	0.07
WBGene00005026|ZK1307.5|sqv-8	0.07
WBGene00002994|T09A5.10|lin-5	0.07
WBGene00011230|R11A5.2|nud-2	0.07
WBGene00006402|F59E12.13|fut-3	0.07
WBGene00006415|F38H4.7|tag-30	0.07
WBGene00021155|Y4C6B.1	0.07
WBGene00019877|R05D3.2	0.07
WBGene00017826|F26F4.4|tag-340	0.07
WBGene00006941|C46C2.1|wnk-1	0.07
WBGene00016769|C49C8.5	0.07
WBGene00020905|T28H11.7	0.07
WBGene00017195|F07C3.4|glo-4	0.07
WBGene00010670|K08E4.6	0.07
WBGene00017775|F25B5.3	0.07
WBGene00004061|T02D1.5|pmp-4	0.06
WBGene00006446|F28F8.6|atx-3	0.06
WBGene00008510|F01G10.7|lipl-7	0.06
WBGene00009084|F23B12.7	0.06
WBGene00009685|F44D12.8	0.06
WBGene00002072|T19B10.7|ima-1	0.06
WBGene00006489|ZK856.9|tag-143	0.06
WBGene00044310|H20J04.9	0.06
WBGene00019562|K09C6.8	0.06
WBGene00017831|F26F4.12	0.06
WBGene00021827|Y54E10A.5|dnc-6	0.06
WBGene00007048|C16A3.7|tag-182	0.06
WBGene00008273|C53B4.3	0.06
WBGene00011446|T04F8.8	0.06
WBGene00012173|W01B6.6	0.06
WBGene00010924|M153.1	0.06
WBGene00009825|F47G4.4	0.06
WBGene00009146|F26C11.1	0.06
WBGene00008343|C56A3.4	0.06
WBGene00007746|C26D10.6	0.06
WBGene00015633|C09D4.2	0.06
WBGene00008603|F09B9.4	0.06
WBGene00012801	0.06
WBGene00016010|C23G10.1	0.06
WBGene00044762|ZK688.11	0.06
WBGene00002214|M7.2|klc-1	0.06
WBGene00015422|C04E6.5	0.06
WBGene00016020|C23H3.4|sptl-1	0.06
WBGene00007573|C14B1.2	0.06
WBGene00011614|T08D10.1|nfya-1	0.06
WBGene00021830|Y54E10A.10	0.06
WBGene00018121|F36H12.5	0.06
WBGene00007178|B0457.2	0.06
WBGene00004093|C18E3.7|ppw-1	0.06
WBGene00001898|M163.3|his-24	0.06
WBGene00007249|C01G12.9	0.06
WBGene00003656|T09A12.4|nhr-66	0.06
WBGene00000527|C36B1.1|cle-1	0.06
WBGene00019767|M04F3.1|rpa-2	0.06
WBGene00003776|F52B10.1|nmy-1	0.06
WBGene00008137|C47D12.3|sfxn-1.4	0.06
WBGene00016414|C34F11.2	0.06
WBGene00008832|F14H8.1|obr-2	0.06
WBGene00017262|F08F3.4	0.06
WBGene00019504|K07H8.2	0.06
WBGene00008339|C55A6.10	0.06
WBGene00019959|R08E3.3	0.06
WBGene00012341|W08D2.5|catp-6	0.06
WBGene00013688|Y105E8B.3|riok-2	0.06
WBGene00019979|R09B5.11	0.06
WBGene00017851|F27C1.1	0.06
WBGene00022051|Y67D2.1|rep-1	0.06
WBGene00017892|F28B4.3	0.06
WBGene00007550|C13C4.6	0.06
WBGene00016680|C45G9.9	0.06
WBGene00015627|C09B9.2	0.06
WBGene00007771|C27C12.1	0.06
WBGene00009711|F44G4.1	0.06
WBGene00000846|R13A5.1|cup-5	0.06
WBGene00001509|ZK1248.14|fzo-1	0.06
WBGene00023418|R06F6.12	0.06
WBGene00007329|C05C10.2	0.06
WBGene00006862|C42D8.3|pnk-4	0.06
WBGene00006663|ZC410.4|twk-8	0.06
WBGene00009006|F21D5.1	0.06
WBGene00012942|Y47D3B.6	0.06
WBGene00013966|ZK287.6|ztf-9	0.06
WBGene00013361|Y60A3A.13|fars-2	0.06
WBGene00000974|Y39A1A.11|dhs-11	0.06
WBGene00016650|C44E4.1	0.06
WBGene00021007|W03F11.4	0.06
WBGene00016791|C49H3.4	0.06
WBGene00000245|T13C5.5|bca-1	0.06
WBGene00015148|B0336.11	0.06
WBGene00020402|T10B11.6	0.06
WBGene00013862|ZC302.2|wdr-5.3	0.06
WBGene00000857|K10B4.6|cwn-1	0.06
WBGene00007965|C36A4.4	0.06
WBGene00000794|Y47G6A.8|crn-1	0.06
WBGene00003561|F02E8.6|ncr-1	0.06
WBGene00011590|T07F10.4|bus-19	0.06
WBGene00015978|C18F10.7	0.06
WBGene00017738|F23C8.9	0.06
WBGene00018954|F56C9.11	0.06
WBGene00012608|Y38F1A.6	0.06
WBGene00019978|R09B5.6|hacd-1	0.06
WBGene00016990|CD4.4|vps-37	0.06
WBGene00013078|Y51A2D.10|ttr-25	0.06
WBGene00016992|CD4.7	0.06
WBGene00019245|H27M09.1	0.05
WBGene00013561|Y75B8A.31	0.05
WBGene00013756|Y113G7B.4|ftr-1	0.05
WBGene00011687|T10C6.5	0.05
WBGene00020300|T07A9.13|tag-261	0.05
WBGene00015695|C10H11.6|ugt-26	0.05
WBGene00011308|R186.7	0.05
WBGene00008760|F13E9.11	0.05
WBGene00002186|T16H12.6|kel-10	0.05
WBGene00014259|ZK1320.11	0.05
WBGene00012385|Y5F2A.4	0.05
WBGene00000671|Y41C4A.19|col-96	0.05
WBGene00015025|B0205.11	0.05
WBGene00021868|Y54G2A.2	0.05
WBGene00001048|Y71F9B.16|dnj-30	0.05
WBGene00007390|C06H2.6	0.05
WBGene00000079|H15N14.1|adr-1	0.05
WBGene00012888|Y45F10D.9|sas-6	0.05
WBGene00008143|C47E8.4	0.05
WBGene00005019|D2096.4|sqv-1	0.05
WBGene00015075|B0238.11	0.05
WBGene00007113|B0035.15	0.05
WBGene00007308|C04G2.9	0.05
WBGene00022721|ZK370.7|ugtp-1	0.05
WBGene00007975|C36B1.8|gls-1	0.05
WBGene00012777|Y42A5A.2|lact-8	0.05
WBGene00003229|F53G12.5|mex-3	0.05
WBGene00003526|C07D10.4|nas-7	0.05
WBGene00013168|Y53F4B.22|arp-1	0.05
WBGene00015088|B0252.3	0.05
WBGene00001149|K02A4.1|bcat-1	0.05
WBGene00012326|W07E11.1	0.05
WBGene00017352|F10E7.11	0.05
WBGene00013716|Y106G6H.1	0.05
WBGene00020296|T07A9.8	0.05
WBGene00015768|C14C11.4	0.05
WBGene00019120|F59E12.4|npl-4.1	0.05
WBGene00019203|H14N18.3|ttr-47	0.05
WBGene00016505|C37C3.13|ttr-33	0.05
WBGene00020426|T10H10.2	0.05
WBGene00004064|H12C20.2|pms-2	0.05
WBGene00016376|C33H5.9|sec-10	0.05
WBGene00021747|Y50D4C.2	0.05
WBGene00018125|F36H12.11|rmd-4	0.05
WBGene00017606|F19F10.10	0.05
WBGene00008590|F08H9.2	0.05
WBGene00017991|F32E10.3|clec-180	0.05
WBGene00010567|K04G2.9	0.05
WBGene00010563|K04G2.4	0.05
WBGene00007029|VC5.4|mys-1	0.05
WBGene00012445|Y16B4A.2	0.05
WBGene00019357|K03B4.7|cpg-8	0.05
WBGene00007534|C12D8.1	0.05
WBGene00008922|F17C11.11	0.05
WBGene00009215|F28D1.5|thn-2	0.05
WBGene00011087|R07B7.2	0.05
WBGene00016182|C28C12.12	0.05
WBGene00017427|F13D11.1|acp-5	0.05
WBGene00000680|Y77E11A.15|col-106	0.05
WBGene00013633|Y105C5A.8	0.05
WBGene00001869|R12B2.4|him-10	0.05
WBGene00015200|B0454.9	0.05
WBGene00012712|Y39E4A.2|ttm-1	0.05
WBGene00002173|F33D4.2|itr-1	0.05
WBGene00007565|C14A6.1|clec-48	0.05
WBGene00014116|ZK858.2	0.05
WBGene00012011|T25B9.5	0.05
WBGene00010657|K08D8.3	0.05
WBGene00015357|C02F12.8	0.05
WBGene00044674|B0280.17	0.05
WBGene00002147|C41C4.4|ire-1	0.05
WBGene00021920|Y55F3AM.1	0.05
WBGene00007156|B0379.2	0.05
WBGene00020553|T19A5.1	0.05
WBGene00011275|R53.6	0.05
WBGene00008385|D1081.7	0.05
WBGene00017548|F18A1.7	0.05
WBGene00017688|F22A3.2|ttr-35	0.05
WBGene00007971|C36B1.3|rpb-3	0.05
WBGene00014169|ZK945.7	0.05
WBGene00007108|B0035.5|gspd-1	0.05
WBGene00000143|K06H7.6|apc-2	0.05
WBGene00022618|ZC477.3	0.05
WBGene00000752|C34F6.3|col-179	0.05
WBGene00014227|ZK1128.1	0.05
WBGene00018847|F55A3.1|marc-6	0.05
WBGene00015146|B0336.6|abi-1	0.05
WBGene00016898|C53C9.2	0.05
WBGene00013128|Y52B11A.9	0.05
WBGene00016440|C35D10.2	0.05
WBGene00001574|W10D5.3|gei-17	0.05
WBGene00018999|F57B9.8	0.05
WBGene00007093|B0001.8	0.05
WBGene00013874|ZC376.2	0.05
WBGene00011720|T11G6.5	0.05
WBGene00009112|F25D7.2|tag-353	0.04
WBGene00010440|JC8.8|ttr-51	0.04
